frame,time_sec,a1_eye_state,a2_pupil_position,a3_driving_status,a4_head_rotation,a5_head_front_tilt,a6_head_side_tilt,yaw_deg,pitch_deg,roll_deg,ear,blink_rate_per_min
15123,759.66,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.34,174.69,-7.79,0.265,67.0
15124,759.71,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.93,174.42,-7.44,0.265,67.0
15125,759.761,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.03,175.51,-6.55,0.243,67.0
15126,759.811,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.33,175.08,-6.43,0.256,67.0
15127,759.861,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.34,176.59,-5.64,0.254,67.0
15128,759.911,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.09,176.92,-5.32,0.265,66.0
15129,759.961,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.88,176.72,-5.22,0.26,66.0
15130,760.012,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.33,177.26,-4.52,0.254,66.0
15131,760.062,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.35,176.76,-4.72,0.191,65.0
15132,760.112,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.27,176.77,-3.84,0.065,65.0
15133,760.162,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.27,176.38,-4.08,0.074,65.0
15134,760.213,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.78,175.93,-4.36,0.101,65.0
15135,760.263,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.58,175.14,-4.5,0.169,65.0
15136,760.313,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.4,176.02,-4.5,0.191,65.0
15137,760.363,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.79,176.07,-4.78,0.213,65.0
15138,760.414,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.75,175.87,-4.77,0.212,65.0
15139,760.464,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.65,177.4,-4.64,0.225,65.0
15140,760.514,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.65,177.25,-4.55,0.23,65.0
15141,760.564,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.45,177.16,-5.08,0.222,65.0
15142,760.614,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.39,175.91,-5.55,0.238,66.0
15143,760.665,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.93,176.27,-5.45,0.243,66.0
15144,760.715,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.9,176.85,-5.46,0.246,66.0
15145,760.765,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.61,176.9,-5.34,0.265,66.0
15146,760.815,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.11,176.81,-5.53,0.259,66.0
15147,760.866,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.89,176.6,-5.53,0.252,66.0
15148,760.916,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.4,176.63,-5.41,0.254,66.0
15149,760.966,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.0,176.2,-5.37,0.26,66.0
15150,761.016,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.81,176.6,-5.07,0.268,66.0
15151,761.067,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.11,175.81,-5.37,0.271,65.0
15152,761.117,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.24,176.5,-5.0,0.274,65.0
15153,761.167,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.79,177.24,-4.69,0.28,65.0
15154,761.217,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.52,176.26,-4.33,0.243,65.0
15155,761.267,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.93,178.13,-3.38,0.245,65.0
15156,761.318,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.61,178.97,-2.92,0.255,65.0
15157,761.368,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.72,178.7,-2.64,0.256,65.0
15158,761.418,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.49,177.8,-2.3,0.254,65.0
15159,761.468,eyeOpen,center,distracted,center,extremeFrontTilt,straight,6.16,178.72,-1.9,0.258,65.0
15160,761.519,eyeOpen,center,distracted,center,extremeFrontTilt,straight,6.14,178.45,-1.89,0.278,65.0
15161,761.569,eyeOpen,center,distracted,center,extremeFrontTilt,straight,1.8,178.94,-1.44,0.262,65.0
15162,761.619,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-1.42,178.53,-0.92,0.262,65.0
15163,761.669,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-1.27,178.31,-0.85,0.225,65.0
15164,761.72,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.9,178.85,-1.45,0.062,65.0
15165,761.77,eyeClosed,center,distracted,center,extremeBackTilt,straight,-1.03,-179.32,-1.05,0.068,65.0
15166,761.82,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-2.78,179.39,-0.74,0.167,65.0
15167,761.87,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.92,178.54,-1.27,0.21,65.0
15168,761.92,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-1.09,179.29,-0.92,0.225,65.0
15169,761.971,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-1.25,179.1,-0.99,0.217,65.0
15170,762.021,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-2.17,178.92,-0.87,0.227,65.0
15171,762.071,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-0.98,178.57,-0.83,0.235,66.0
15172,762.121,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-1.65,178.52,-0.72,0.233,66.0
15173,762.172,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-1.8,178.16,-0.67,0.235,66.0
15174,762.222,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-2.46,178.53,-0.65,0.236,66.0
15175,762.272,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-2.03,178.19,-0.6,0.244,66.0
15176,762.322,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-1.53,178.28,-0.5,0.239,66.0
15177,762.373,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.02,178.42,0.17,0.229,66.0
15178,762.423,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-3.33,178.2,0.3,0.228,66.0
15179,762.473,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-4.68,177.72,0.49,0.233,67.0
15180,762.523,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-4.61,178.59,0.71,0.241,67.0
15181,762.574,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-4.63,178.54,0.61,0.235,67.0
15182,762.624,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.37,178.19,0.66,0.247,67.0
15183,762.674,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.66,178.07,0.84,0.244,67.0
15184,762.724,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.04,178.52,0.7,0.245,67.0
15185,762.774,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.69,178.13,0.81,0.25,67.0
15186,762.825,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.62,178.4,0.72,0.239,67.0
15187,762.875,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.97,178.75,1.06,0.245,67.0
15188,762.925,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.41,178.97,1.21,0.255,67.0
15189,762.975,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.96,178.83,1.15,0.255,67.0
15190,763.026,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.8,178.93,1.26,0.255,67.0
15191,763.076,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.8,178.52,1.27,0.261,67.0
15192,763.126,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.94,178.13,1.18,0.255,67.0
15193,763.176,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.42,178.85,1.06,0.248,67.0
15194,763.227,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.03,179.25,0.97,0.246,67.0
15195,763.277,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.7,179.83,0.44,0.251,67.0
15196,763.327,eyeOpen,center,distracted,center,extremeBackTilt,straight,-5.69,-179.56,0.36,0.255,66.0
15197,763.377,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-4.44,179.82,0.01,0.249,66.0
15198,763.427,eyeOpen,center,distracted,center,extremeBackTilt,straight,-5.62,-179.94,0.17,0.247,66.0
15199,763.478,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.07,179.66,0.39,0.251,65.0
15200,763.528,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.26,179.49,0.47,0.254,65.0
15201,763.578,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.65,179.42,0.69,0.248,65.0
15202,763.628,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.21,179.19,0.22,0.251,65.0
15203,763.679,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.86,178.56,-0.06,0.25,65.0
15204,763.729,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.33,178.29,-0.02,0.256,65.0
15205,763.779,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.51,177.97,-0.01,0.253,65.0
15206,763.829,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.24,178.16,0.02,0.247,65.0
15207,763.88,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.96,178.63,0.04,0.252,65.0
15208,763.93,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.84,178.41,0.2,0.255,65.0
15209,763.98,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.6,178.23,0.22,0.253,65.0
15210,764.03,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.14,178.49,0.47,0.244,65.0
15211,764.08,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-7.15,178.86,-0.01,0.205,65.0
15212,764.131,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.37,178.69,0.18,0.088,65.0
15213,764.181,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.34,178.83,0.02,0.108,65.0
15214,764.231,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-7.2,178.16,0.28,0.189,65.0
15215,764.281,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-7.46,178.58,0.42,0.201,65.0
15216,764.332,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-8.98,178.3,0.77,0.226,65.0
15217,764.382,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.92,177.78,1.08,0.231,66.0
15218,764.432,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.32,177.84,1.35,0.234,66.0
15219,764.482,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.8,177.74,1.58,0.238,66.0
15220,764.533,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.44,178.19,1.6,0.237,66.0
15221,764.583,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.08,177.31,1.69,0.234,66.0
15222,764.633,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.05,177.14,1.96,0.235,66.0
15223,764.683,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.81,177.02,1.97,0.243,66.0
15224,764.733,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.74,177.18,2.12,0.249,66.0
15225,764.784,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.75,177.27,2.29,0.253,66.0
15226,764.834,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.32,178.03,2.03,0.247,66.0
15227,764.884,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.71,177.95,2.01,0.253,66.0
15228,764.934,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.76,178.12,1.94,0.244,66.0
15229,764.985,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.64,177.91,2.02,0.238,66.0
15230,765.035,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.09,178.01,1.91,0.242,66.0
15231,765.085,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.63,177.97,2.02,0.235,65.0
15232,765.135,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.66,178.1,2.11,0.237,65.0
15233,765.186,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.18,178.14,2.13,0.241,65.0
15234,765.236,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.61,178.01,2.25,0.239,65.0
15235,765.286,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.58,178.46,2.09,0.237,64.0
15236,765.336,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.62,178.95,1.89,0.231,64.0
15237,765.387,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-8.67,178.59,1.76,0.228,64.0
15238,765.437,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.27,178.23,1.62,0.23,65.0
15239,765.487,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.76,177.99,1.52,0.235,64.0
15240,765.537,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-9.02,178.44,1.52,0.243,64.0
15241,765.587,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.33,177.97,1.6,0.233,64.0
15242,765.638,eyeOpen,center,distracted,center,extremeFrontTilt,straight,0.22,178.08,0.3,0.235,64.0
15243,765.688,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-3.82,178.5,0.81,0.239,64.0
15244,765.738,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-0.92,178.57,0.37,0.239,64.0
15245,765.788,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-1.4,178.35,0.46,0.24,64.0
15246,765.839,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-1.49,178.42,0.32,0.234,64.0
15247,765.889,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-0.69,178.44,0.16,0.231,63.0
15248,765.939,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-0.64,178.12,0.22,0.239,63.0
15249,765.989,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.12,178.51,0.1,0.223,63.0
15250,766.04,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.25,178.27,-0.19,0.221,63.0
15251,766.09,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.32,177.98,-0.01,0.095,63.0
15252,766.14,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.98,177.92,-0.32,0.058,63.0
15253,766.19,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.06,177.83,-0.27,0.123,63.0
15254,766.24,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.95,177.07,-0.41,0.161,63.0
15255,766.291,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.04,176.82,-1.11,0.191,63.0
15256,766.341,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.43,176.97,-1.94,0.206,63.0
15257,766.391,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.1,175.27,-2.56,0.21,63.0
15258,766.441,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.41,175.3,-2.86,0.218,62.0
15259,766.492,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.1,176.27,-2.86,0.224,62.0
15260,766.542,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.81,176.48,-3.14,0.234,63.0
15261,766.592,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.01,176.1,-3.5,0.237,63.0
15262,766.642,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.53,176.19,-3.73,0.221,63.0
15263,766.693,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.19,176.95,-3.85,0.218,63.0
15264,766.743,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.51,176.94,-4.0,0.227,63.0
15265,766.793,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.94,176.91,-4.07,0.229,63.0
15266,766.843,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.14,176.84,-4.06,0.241,64.0
15267,766.893,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.48,177.15,-4.06,0.241,64.0
15268,766.944,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.18,177.08,-4.06,0.244,64.0
15269,766.994,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.48,177.62,-3.72,0.244,64.0
15270,767.044,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.85,177.73,-3.8,0.245,63.0
15271,767.094,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.78,177.26,-4.25,0.244,63.0
15272,767.145,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.66,177.55,-4.65,0.243,63.0
15273,767.195,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.22,177.88,-4.53,0.235,63.0
15274,767.245,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.17,176.66,-4.33,0.25,63.0
15275,767.295,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.06,178.02,-3.9,0.239,63.0
15276,767.346,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.42,177.93,-3.72,0.227,63.0
15277,767.396,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.79,177.32,-3.7,0.233,64.0
15278,767.446,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.34,177.78,-3.44,0.231,64.0
15279,767.496,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.24,178.12,-3.13,0.231,64.0
15280,767.546,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.22,178.5,-3.11,0.076,64.0
15281,767.597,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.6,178.78,-2.95,0.059,64.0
15282,767.647,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.96,178.43,-2.61,0.102,64.0
15283,767.697,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.61,178.06,-3.15,0.171,64.0
15284,767.747,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.35,178.57,-2.98,0.185,64.0
15285,767.798,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.49,178.65,-2.91,0.2,64.0
15286,767.848,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.92,178.78,-2.78,0.217,64.0
15287,767.898,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.28,179.19,-2.66,0.219,64.0
15288,767.948,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.5,179.35,-2.65,0.224,63.0
15289,767.999,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.92,179.24,-2.47,0.226,63.0
15290,768.049,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.67,178.53,-2.38,0.232,64.0
15291,768.099,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.45,178.18,-1.95,0.222,64.0
15292,768.149,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.17,178.21,-1.53,0.229,64.0
15293,768.2,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.29,177.37,-1.91,0.234,65.0
15294,768.25,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.39,177.58,-1.73,0.216,65.0
15295,768.3,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.99,175.91,-1.53,0.227,65.0
15296,768.35,eyeOpen,center,distracted,center,extremeFrontTilt,straight,5.25,176.55,-1.04,0.232,66.0
15297,768.4,eyeOpen,center,distracted,center,extremeFrontTilt,straight,1.34,176.11,-0.48,0.237,66.0
15298,768.451,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.97,175.19,-0.12,0.225,66.0
15299,768.501,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-4.0,175.54,0.51,0.216,66.0
15300,768.551,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.33,177.23,0.59,0.228,66.0
15301,768.601,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.41,176.78,0.95,0.236,67.0
15302,768.652,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.22,176.8,1.34,0.238,67.0
15303,768.702,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.38,177.54,1.34,0.243,67.0
15304,768.752,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.49,176.25,1.25,0.236,67.0
15305,768.802,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.2,176.51,1.16,0.241,67.0
15306,768.853,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.16,176.59,1.08,0.24,67.0
15307,768.903,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.26,176.9,1.04,0.24,67.0
15308,768.953,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.39,176.99,0.91,0.234,67.0
15309,769.003,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.0,177.09,0.95,0.233,67.0
15310,769.053,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.67,176.2,0.7,0.201,67.0
15311,769.104,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.89,176.53,0.43,0.102,67.0
15312,769.154,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.51,177.09,0.4,0.05,67.0
15313,769.204,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.7,177.55,0.38,0.118,67.0
15314,769.254,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.84,176.99,0.58,0.149,66.0
15315,769.305,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.16,177.68,0.38,0.15,66.0
15316,769.355,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-4.72,178.89,0.11,0.057,66.0
15317,769.405,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-4.26,178.22,-0.22,0.044,65.0
15318,769.455,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.05,177.53,0.21,0.073,65.0
