frame,time_sec,a1_eye_state,a2_pupil_position,a3_driving_status,a4_head_rotation,a5_head_front_tilt,a6_head_side_tilt,yaw_deg,pitch_deg,roll_deg,ear,blink_rate_per_min
14896,748.257,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.3,177.74,-7.13,0.258,65.0
14897,748.308,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.7,177.36,-7.09,0.246,65.0
14898,748.358,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.66,177.48,-6.96,0.23,65.0
14899,748.408,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.26,177.37,-6.84,0.226,65.0
14900,748.458,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.26,176.83,-6.89,0.227,65.0
14901,748.509,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.63,177.09,-6.94,0.229,65.0
14902,748.559,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.78,176.9,-6.92,0.223,65.0
14903,748.609,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.74,177.85,-6.62,0.157,65.0
14904,748.659,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.11,178.56,-6.35,0.12,65.0
14905,748.709,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.45,178.33,-6.69,0.129,65.0
14906,748.76,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.4,177.93,-7.2,0.217,65.0
14907,748.81,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.21,178.22,-7.46,0.23,66.0
14908,748.86,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.29,177.83,-7.52,0.239,66.0
14909,748.91,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.4,178.14,-7.53,0.248,66.0
14910,748.961,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.27,178.19,-7.52,0.245,66.0
14911,749.011,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.48,178.43,-7.37,0.243,66.0
14912,749.061,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.89,178.45,-7.59,0.241,66.0
14913,749.111,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.48,178.68,-7.4,0.241,66.0
14914,749.162,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.43,178.34,-7.42,0.238,66.0
14915,749.212,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.87,178.43,-7.42,0.237,66.0
14916,749.262,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.91,178.09,-7.37,0.24,66.0
14917,749.312,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.47,178.01,-7.46,0.241,66.0
14918,749.362,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.11,177.91,-7.45,0.244,66.0
14919,749.413,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.13,177.68,-7.68,0.25,66.0
14920,749.463,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.54,177.7,-7.81,0.243,66.0
14921,749.513,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.16,177.83,-8.16,0.241,65.0
14922,749.563,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.41,178.58,-8.21,0.25,65.0
14923,749.614,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.69,178.73,-8.57,0.241,65.0
14924,749.664,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.57,178.2,-8.84,0.255,65.0
14925,749.714,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.5,176.74,-9.48,0.255,65.0
14926,749.764,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.47,176.37,-9.45,0.252,65.0
14927,749.815,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.63,176.96,-9.34,0.259,65.0
14928,749.865,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.72,175.95,-10.01,0.274,64.0
14929,749.915,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.46,175.63,-10.07,0.267,64.0
14930,749.965,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.43,175.41,-10.35,0.266,64.0
14931,750.015,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.08,175.28,-10.08,0.257,64.0
14932,750.066,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,21.76,174.74,-10.63,0.254,64.0
14933,750.116,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.42,174.71,-10.76,0.238,64.0
14934,750.166,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.19,174.87,-11.08,0.226,64.0
14935,750.216,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.83,174.74,-11.22,0.23,65.0
14936,750.267,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.79,174.24,-11.5,0.227,65.0
14937,750.317,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,24.61,174.03,-11.52,0.233,66.0
14938,750.367,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,24.08,174.01,-11.45,0.234,66.0
14939,750.417,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.94,174.6,-11.45,0.243,66.0
14940,750.468,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.27,174.75,-11.52,0.229,66.0
14941,750.518,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.75,174.14,-11.19,0.114,65.0
14942,750.568,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,21.77,173.79,-11.46,0.097,65.0
14943,750.618,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.75,173.77,-11.46,0.152,65.0
14944,750.669,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.19,174.19,-11.42,0.198,65.0
14945,750.719,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.82,174.72,-11.28,0.217,65.0
14946,750.769,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.45,174.35,-11.42,0.234,66.0
14947,750.819,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.88,173.98,-11.37,0.244,66.0
14948,750.869,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.78,174.31,-11.22,0.245,66.0
14949,750.92,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,23.53,174.38,-11.17,0.238,66.0
14950,750.97,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.61,174.84,-10.29,0.075,66.0
14951,751.02,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.18,174.46,-10.37,0.078,66.0
14952,751.07,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.32,174.46,-10.36,0.074,66.0
14953,751.121,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,21.92,174.12,-10.9,0.156,66.0
14954,751.171,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.64,174.13,-11.18,0.171,66.0
14955,751.221,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.87,174.44,-11.46,0.221,66.0
14956,751.271,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.78,174.89,-11.22,0.229,66.0
14957,751.322,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,22.0,175.1,-11.0,0.256,67.0
14958,751.372,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,headTopRight_NeckLeft,34.0,-167.58,178.76,0.251,67.0
14959,751.422,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.63,176.78,-10.1,0.249,67.0
14960,751.472,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.9,175.85,-10.43,0.241,67.0
14961,751.522,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,21.39,175.24,-10.28,0.242,67.0
14962,751.573,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.73,176.07,-9.63,0.231,67.0
14963,751.623,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.61,175.76,-8.96,0.227,67.0
14964,751.673,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.86,177.11,-8.59,0.229,67.0
14965,751.723,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.82,176.67,-8.1,0.228,67.0
14966,751.774,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.52,176.62,-8.19,0.236,68.0
14967,751.824,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.43,176.55,-8.25,0.238,68.0
14968,751.874,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.77,176.49,-8.42,0.236,68.0
14969,751.924,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.96,176.59,-8.45,0.242,68.0
14970,751.975,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.68,176.0,-8.86,0.246,68.0
14971,752.025,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.16,176.66,-9.07,0.233,68.0
14972,752.075,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.36,175.82,-9.6,0.237,68.0
14973,752.125,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.69,176.06,-9.75,0.237,68.0
14974,752.175,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.58,176.15,-9.71,0.246,68.0
14975,752.226,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.86,176.48,-9.6,0.243,68.0
14976,752.276,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.52,176.41,-9.95,0.248,68.0
14977,752.326,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.77,176.69,-10.04,0.248,68.0
14978,752.376,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.47,177.0,-10.18,0.255,67.0
14979,752.427,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.17,176.46,-10.59,0.257,67.0
14980,752.477,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.5,176.31,-10.66,0.255,67.0
14981,752.527,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.23,175.43,-10.77,0.248,67.0
14982,752.577,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.71,176.13,-10.38,0.256,67.0
14983,752.628,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.93,176.69,-10.1,0.24,67.0
14984,752.678,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.34,175.92,-9.67,0.124,67.0
14985,752.728,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.49,176.28,-9.61,0.098,67.0
14986,752.778,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.84,176.37,-9.6,0.168,67.0
14987,752.828,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.07,176.22,-9.4,0.211,67.0
14988,752.879,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.53,176.26,-9.43,0.22,67.0
14989,752.929,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.1,176.96,-9.44,0.221,67.0
14990,752.979,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.73,177.14,-9.37,0.232,68.0
14991,753.029,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.08,176.54,-9.53,0.233,68.0
14992,753.08,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.43,176.44,-9.36,0.233,68.0
14993,753.13,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.48,176.53,-9.11,0.229,68.0
14994,753.18,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.87,176.49,-8.83,0.231,68.0
14995,753.23,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.99,176.78,-8.28,0.236,68.0
14996,753.281,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.08,177.8,-7.7,0.247,68.0
14997,753.331,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.51,177.56,-7.55,0.243,68.0
14998,753.381,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.43,177.51,-7.09,0.234,68.0
14999,753.431,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.58,178.02,-6.56,0.231,67.0
15000,753.481,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.0,178.72,-6.16,0.223,67.0
15001,753.532,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.58,178.44,-5.84,0.232,68.0
15002,753.582,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.67,179.05,-5.38,0.237,68.0
15003,753.632,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.37,179.38,-5.31,0.237,68.0
15004,753.682,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.72,179.26,-5.23,0.234,68.0
15005,753.733,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.54,179.72,-5.04,0.238,68.0
15006,753.783,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.24,179.45,-4.95,0.24,68.0
15007,753.833,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.5,179.72,-4.92,0.238,68.0
15008,753.883,eyeOpen,center,distracted,center,extremeBackTilt,straight,7.2,-179.89,-4.69,0.235,68.0
15009,753.934,eyeOpen,center,distracted,center,extremeBackTilt,straight,6.19,-180.0,-4.57,0.243,68.0
15010,753.984,eyeOpen,center,distracted,center,extremeFrontTilt,straight,6.87,179.31,-4.88,0.245,68.0
15011,754.034,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.21,179.39,-4.88,0.249,68.0
15012,754.084,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.97,179.15,-5.07,0.248,68.0
15013,754.135,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.92,179.33,-5.06,0.251,68.0
15014,754.185,eyeOpen,center,distracted,center,extremeFrontTilt,straight,6.51,179.35,-4.91,0.248,68.0
15015,754.235,eyeOpen,center,distracted,center,extremeFrontTilt,straight,5.97,179.52,-5.02,0.25,68.0
15016,754.285,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.19,179.24,-5.25,0.248,68.0
15017,754.335,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.26,178.46,-5.44,0.252,68.0
15018,754.386,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.68,178.36,-5.82,0.248,68.0
15019,754.436,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.81,178.5,-5.86,0.25,68.0
15020,754.486,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.54,178.68,-5.78,0.256,68.0
15021,754.536,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.6,178.87,-5.79,0.254,68.0
15022,754.587,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.2,178.82,-5.96,0.255,68.0
15023,754.637,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.64,178.44,-6.08,0.253,68.0
15024,754.687,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.69,178.93,-6.0,0.259,68.0
15025,754.737,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.41,178.57,-5.87,0.259,68.0
15026,754.788,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.32,178.42,-5.99,0.257,68.0
15027,754.838,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.79,178.35,-5.97,0.255,68.0
15028,754.888,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.34,178.48,-5.97,0.257,68.0
15029,754.938,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.2,178.56,-6.11,0.258,68.0
15030,754.988,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.74,178.06,-6.71,0.25,68.0
15031,755.039,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.95,177.64,-6.94,0.256,68.0
15032,755.089,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.32,178.19,-7.14,0.254,68.0
15033,755.139,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.71,178.78,-6.55,0.248,68.0
15034,755.189,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.85,178.86,-6.64,0.237,68.0
15035,755.24,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.67,178.32,-6.95,0.234,68.0
15036,755.29,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.1,178.11,-7.24,0.221,68.0
15037,755.34,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.37,178.82,-6.75,0.086,68.0
15038,755.39,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.77,178.64,-6.91,0.085,68.0
15039,755.441,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.89,178.24,-7.69,0.16,68.0
15040,755.491,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.14,177.75,-8.28,0.168,68.0
15041,755.541,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.51,177.48,-8.35,0.151,68.0
15042,755.591,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.14,176.74,-8.74,0.168,68.0
15043,755.641,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.72,177.19,-8.68,0.187,68.0
15044,755.692,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.11,176.5,-8.96,0.188,68.0
15045,755.742,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.38,176.24,-9.0,0.2,68.0
15046,755.792,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.72,176.15,-9.26,0.208,68.0
15047,755.842,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.61,176.39,-9.08,0.206,68.0
15048,755.893,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.9,176.16,-9.08,0.211,68.0
15049,755.943,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.5,176.19,-9.18,0.214,68.0
15050,755.993,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.37,176.22,-9.16,0.212,68.0
15051,756.043,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.69,176.73,-9.13,0.209,68.0
15052,756.094,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.93,176.97,-9.12,0.206,68.0
15053,756.144,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.86,177.48,-9.0,0.203,68.0
15054,756.194,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.46,177.7,-8.79,0.164,68.0
15055,756.244,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.79,176.92,-8.54,0.092,68.0
15056,756.294,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.9,178.73,-8.29,0.099,68.0
15057,756.345,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.97,178.38,-9.34,0.196,68.0
15058,756.395,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.34,179.65,-9.06,0.198,68.0
15059,756.445,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.49,179.69,-9.1,0.206,68.0
15060,756.495,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.51,179.8,-9.39,0.219,68.0
15061,756.546,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.6,179.39,-9.67,0.211,68.0
15062,756.596,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.86,179.05,-9.81,0.213,68.0
15063,756.646,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.61,177.54,-10.17,0.215,68.0
15064,756.696,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.06,177.83,-10.1,0.221,68.0
15065,756.747,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.52,177.71,-10.18,0.233,69.0
15066,756.797,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.92,178.06,-9.89,0.235,69.0
15067,756.847,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.4,176.87,-9.86,0.237,69.0
15068,756.897,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.76,176.61,-9.91,0.233,69.0
15069,756.948,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.75,175.97,-9.57,0.23,69.0
15070,756.998,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.12,176.03,-8.93,0.226,69.0
15071,757.048,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.64,176.04,-8.35,0.235,70.0
15072,757.098,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.08,176.75,-7.81,0.211,70.0
15073,757.148,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.5,176.3,-7.88,0.211,70.0
15074,757.199,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.61,176.84,-7.81,0.218,70.0
15075,757.249,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.42,177.2,-7.51,0.237,71.0
15076,757.299,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.91,176.09,-7.8,0.241,71.0
15077,757.349,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.79,177.22,-7.41,0.242,71.0
15078,757.4,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.85,176.76,-7.44,0.247,71.0
15079,757.45,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.07,176.78,-7.32,0.25,71.0
15080,757.5,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.8,175.26,-7.47,0.246,71.0
15081,757.55,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.19,175.46,-7.41,0.251,71.0
15082,757.601,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.24,175.14,-7.86,0.249,71.0
15083,757.651,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.68,175.88,-7.8,0.268,71.0
15084,757.701,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.48,175.88,-7.68,0.269,71.0
15085,757.751,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.46,175.63,-7.72,0.282,71.0
15086,757.801,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.27,176.01,-7.54,0.277,71.0
15087,757.852,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.85,175.87,-7.35,0.272,70.0
15088,757.902,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.12,175.49,-7.14,0.275,70.0
15089,757.952,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.05,175.25,-7.2,0.263,70.0
15090,758.002,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.84,175.08,-7.11,0.255,70.0
15091,758.053,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.54,175.2,-7.11,0.259,69.0
15092,758.103,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.39,175.13,-7.23,0.263,69.0
15093,758.153,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.78,175.21,-7.29,0.26,68.0
15094,758.203,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.98,175.39,-7.3,0.261,68.0
15095,758.254,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.05,175.77,-7.37,0.265,67.0
15096,758.304,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.88,175.43,-7.37,0.258,67.0
15097,758.354,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.66,175.64,-7.27,0.255,67.0
15098,758.404,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.2,175.51,-7.36,0.244,67.0
15099,758.454,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.83,175.51,-7.31,0.253,67.0
15100,758.505,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.7,175.59,-7.33,0.245,67.0
15101,758.555,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.65,175.45,-7.13,0.24,67.0
15102,758.605,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.13,175.87,-7.04,0.248,67.0
15103,758.655,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.05,175.66,-7.04,0.254,67.0
15104,758.706,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.6,175.35,-7.04,0.252,67.0
15105,758.756,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.8,176.41,-6.87,0.25,67.0
15106,758.806,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.2,175.79,-7.06,0.254,67.0
15107,758.856,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.65,175.8,-7.05,0.263,67.0
15108,758.907,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.83,175.74,-7.09,0.269,67.0
15109,758.957,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.49,175.6,-7.25,0.278,67.0
15110,759.007,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.02,175.72,-7.04,0.271,67.0
15111,759.057,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.92,175.55,-7.05,0.271,67.0
15112,759.107,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.87,175.84,-6.89,0.224,67.0
15113,759.158,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.63,173.8,-7.01,0.079,67.0
15114,759.208,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.91,174.37,-7.38,0.13,67.0
15115,759.258,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.85,175.02,-7.62,0.182,67.0
15116,759.308,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.32,174.82,-7.96,0.221,67.0
15117,759.359,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.51,175.54,-7.72,0.249,68.0
15118,759.409,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.66,174.64,-8.11,0.235,68.0
15119,759.459,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.76,174.97,-7.96,0.25,67.0
15120,759.509,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.61,174.28,-8.07,0.259,67.0
15121,759.56,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.98,174.83,-7.78,0.254,67.0
15122,759.61,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.44,175.14,-7.88,0.269,67.0
